,label_c9,iso_3166-1_c10,ts_c11,objective_c12,media_c13,material_c14,design_c15,screening_c16,extraction_c122,qoe_c64,synthesis_c63
111,Репликация поисков из систематических обзоров,XR,2018-11-28 08:56,"Выявить работы, изучающие расхождение результатов репликации поисков из систематических обзоров с результатами оригинальных поисков, и получить из них данные о средней величине расхождения числа результатов, о причинах расхождения и путях их устранения.",,,,,,,
